subtype,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
LUSC,15.1141698750368,-16.2825383088783,2.58838604046622,2.51967282782136,-5.45122086897177,-7.89654059447828,-7.33388963730439,8.38529085725223
LUSC,6.43293077702453,-10.4270468939299,-4.79331219707669,0.175046576231237,-4.08208762597051,-4.67081756414791,8.93959540621568,1.98206237315929
LUSC,20.4528420262677,-13.9208357926864,-3.89623754714982,-10.6921445873518,-2.14692865323583,3.84863279033113,-7.57400332746763,12.2430679557077
LUSC,4.80986774621224,-16.9492915246028,4.32703601908703,-0.67558484881426,-6.35713909777938,-3.32719768358874,-1.35560318258388,1.69560284598801
LUSC,13.6654141765531,-13.0898271608501,10.709675795445,-1.81604538093795,-6.23159726963166,-6.89378581203731,-3.68869888879714,-9.31276409373013
LUSC,6.17915612927077,-16.7325124809597,0.0136000960658565,2.59696560381013,-2.07310532023703,-1.96682312116629,-0.837948612720319,3.17130127517213
LUSC,8.66410976719818,3.21605699502157,-15.0208729994551,-15.0871654281681,2.9892212334661,6.12108308058142,2.0188158416905,-12.5902477588934
LUSC,6.59599105751885,17.5766018112977,6.30356907966335,0.100322747631845,-0.371296990493609,-24.0778186618362,-6.06875537121498,-14.1164941237729
LUSC,-1.47153202577741,-3.25048263206892,-5.80421255512478,2.60731437390576,-2.99432809370745,1.87774115690261,-5.38402715225375,-8.70453749521963
LUAD,3.1330081536976,9.03716980872006,4.87844204211311,-8.23093394216698,1.80527774018042,-2.50472627395637,4.89418532863618,16.538530721582
LUSC,9.42756218467794,-18.3137637828117,2.84194563770054,8.8547206495921,-9.01991698262469,-2.98836163540815,3.48557488766973,3.73596453035463
LUSC,-8.80900867585462,-3.18992621959409,-6.86142358379406,-2.7129143153695,-0.029974380143099,1.39851371246629,-2.47865333959895,-4.17979488914005
LUSC,12.3953603250789,-11.6075127001924,4.08448919736859,8.21782624099856,3.7279590910495,7.94959420611007,16.4745656809761,9.13333393352034
LUSC,7.39849874929156,3.00514807739471,3.97135031569034,-10.7363177890817,1.87411802981653,-3.52588723977846,15.1371825651297,-0.240409683520826
LUAD,-16.7923001279662,-0.0550386787299577,2.92480931113718,14.456267285333,-0.665096638477398,8.51064373107511,-2.24510853193769,3.59563256916141
LUSC,-6.8749044231003,-8.99227823157112,-5.68659333027336,-2.14542998661209,-4.84010067414905,1.58310299430298,-0.0154650599894645,-1.50303253319553
LUSC,54.0699571557593,-20.0086850923545,1.97579141502571,19.7214569512365,-27.2470251953866,-3.23028522850543,-6.06419199230433,-18.1013423374118
LUSC,-3.88203859678788,-6.25539095617108,6.35225408509886,2.76130875579564,-8.84413978591133,1.14695396819288,-11.9038468006716,-7.63024271579843
